"Correlation_Id","Dispatch_Id","Agent_Id","Queue_Id","Process_Id","Thread_Id","Grid_Size","Kernel_Id","Kernel_Name","Workgroup_Size","LDS_Block_Size","Scratch_Size","VGPR_Count","SGPR_Count","Counter_Name","Counter_Value","Start_Timestamp","End_Timestamp"
23,23,4,1,128707,128707,16777216,32,"void copy_kernel<4096>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCP_TCC_READ_REQ_sum",2036990.000000,5187498386015175,5187498386191176
23,23,4,1,128707,128707,16777216,32,"void copy_kernel<4096>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCP_TOTAL_READ_sum",16777216.000000,5187498386015175,5187498386191176
24,24,4,1,128707,128707,16777216,30,"void copy_kernel<8192>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"SQ_INSTS_VMEM_RD",262144.000000,5187498386658538,5187498386855018
24,24,4,1,128707,128707,16777216,30,"void copy_kernel<8192>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCC_EA_RDREQ_sum",4106.000000,5187498386658538,5187498386855018
24,24,4,1,128707,128707,16777216,30,"void copy_kernel<8192>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCC_HIT_sum",3639606.000000,5187498386658538,5187498386855018
24,24,4,1,128707,128707,16777216,30,"void copy_kernel<8192>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCC_MISS_sum",528390.000000,5187498386658538,5187498386855018
24,24,4,1,128707,128707,16777216,30,"void copy_kernel<8192>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCP_TCC_READ_REQ_sum",3118860.000000,5187498386658538,5187498386855018
24,24,4,1,128707,128707,16777216,30,"void copy_kernel<8192>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCP_TOTAL_READ_sum",16777216.000000,5187498386658538,5187498386855018
25,25,4,1,128707,128707,16777216,29,"void copy_kernel<16384>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"SQ_INSTS_VMEM_RD",262144.000000,5187498387327180,5187498387715982
25,25,4,1,128707,128707,16777216,29,"void copy_kernel<16384>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCC_EA_RDREQ_sum",4106.000000,5187498387327180,5187498387715982
25,25,4,1,128707,128707,16777216,29,"void copy_kernel<16384>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCC_HIT_sum",14302966.000000,5187498387327180,5187498387715982
25,25,4,1,128707,128707,16777216,29,"void copy_kernel<16384>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCC_MISS_sum",528390.000000,5187498387327180,5187498387715982
25,25,4,1,128707,128707,16777216,29,"void copy_kernel<16384>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCP_TCC_READ_REQ_sum",13782220.000000,5187498387327180,5187498387715982
25,25,4,1,128707,128707,16777216,29,"void copy_kernel<16384>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCP_TOTAL_READ_sum",16777216.000000,5187498387327180,5187498387715982
26,26,4,1,128707,128707,16777216,24,"void copy_kernel<32768>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"SQ_INSTS_VMEM_RD",262144.000000,5187498388187504,5187498388612625
26,26,4,1,128707,128707,16777216,24,"void copy_kernel<32768>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCC_EA_RDREQ_sum",4106.000000,5187498388187504,5187498388612625
26,26,4,1,128707,128707,16777216,24,"void copy_kernel<32768>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCC_HIT_sum",16392826.000000,5187498388187504,5187498388612625
26,26,4,1,128707,128707,16777216,24,"void copy_kernel<32768>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCC_MISS_sum",528390.000000,5187498388187504,5187498388612625
26,26,4,1,128707,128707,16777216,24,"void copy_kernel<32768>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCP_TCC_READ_REQ_sum",15872080.000000,5187498388187504,5187498388612625
26,26,4,1,128707,128707,16777216,24,"void copy_kernel<32768>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCP_TOTAL_READ_sum",16777216.000000,5187498388187504,5187498388612625
27,27,4,1,128707,128707,16777216,22,"void copy_kernel<65536>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"SQ_INSTS_VMEM_RD",262144.000000,5187498389082707,5187498389527029
27,27,4,1,128707,128707,16777216,22,"void copy_kernel<65536>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCC_EA_RDREQ_sum",4106.000000,5187498389082707,5187498389527029
27,27,4,1,128707,128707,16777216,22,"void copy_kernel<65536>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCC_HIT_sum",17223562.000000,5187498389082707,5187498389527029
27,27,4,1,128707,128707,16777216,22,"void copy_kernel<65536>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCC_MISS_sum",528390.000000,5187498389082707,5187498389527029
27,27,4,1,128707,128707,16777216,22,"void copy_kernel<65536>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCP_TCC_READ_REQ_sum",16702816.000000,5187498389082707,5187498389527029
27,27,4,1,128707,128707,16777216,22,"void copy_kernel<65536>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCP_TOTAL_READ_sum",16777216.000000,5187498389082707,5187498389527029
28,28,4,1,128707,128707,16777216,28,"void copy_kernel<131072>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"SQ_INSTS_VMEM_RD",262144.000000,5187498389991191,5187498390444792
28,28,4,1,128707,128707,16777216,28,"void copy_kernel<131072>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCC_EA_RDREQ_sum",4106.000000,5187498389991191,5187498390444792
28,28,4,1,128707,128707,16777216,28,"void copy_kernel<131072>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCC_HIT_sum",17176338.000000,5187498389991191,5187498390444792
28,28,4,1,128707,128707,16777216,28,"void copy_kernel<131072>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCC_MISS_sum",528390.000000,5187498389991191,5187498390444792
28,28,4,1,128707,128707,16777216,28,"void copy_kernel<131072>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCP_TCC_READ_REQ_sum",16655592.000000,5187498389991191,5187498390444792
28,28,4,1,128707,128707,16777216,28,"void copy_kernel<131072>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCP_TOTAL_READ_sum",16777216.000000,5187498389991191,5187498390444792
29,29,4,1,128707,128707,16777216,27,"void copy_kernel<262144>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"SQ_INSTS_VMEM_RD",262144.000000,5187498390916794,5187498391396956
29,29,4,1,128707,128707,16777216,27,"void copy_kernel<262144>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCC_EA_RDREQ_sum",4106.000000,5187498390916794,5187498391396956
29,29,4,1,128707,128707,16777216,27,"void copy_kernel<262144>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCC_HIT_sum",17093354.000000,5187498390916794,5187498391396956
29,29,4,1,128707,128707,16777216,27,"void copy_kernel<262144>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCC_MISS_sum",528390.000000,5187498390916794,5187498391396956
29,29,4,1,128707,128707,16777216,27,"void copy_kernel<262144>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCP_TCC_READ_REQ_sum",16572608.000000,5187498390916794,5187498391396956
29,29,4,1,128707,128707,16777216,27,"void copy_kernel<262144>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCP_TOTAL_READ_sum",16777216.000000,5187498390916794,5187498391396956
30,30,4,1,128707,128707,16777216,31,"void copy_kernel<524288>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"SQ_INSTS_VMEM_RD",262144.000000,5187498391860318,5187498392488320
30,30,4,1,128707,128707,16777216,31,"void copy_kernel<524288>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCC_EA_RDREQ_sum",4106.000000,5187498391860318,5187498392488320
30,30,4,1,128707,128707,16777216,31,"void copy_kernel<524288>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCC_HIT_sum",16701674.000000,5187498391860318,5187498392488320
30,30,4,1,128707,128707,16777216,31,"void copy_kernel<524288>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCC_MISS_sum",528390.000000,5187498391860318,5187498392488320
30,30,4,1,128707,128707,16777216,31,"void copy_kernel<524288>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCP_TCC_READ_REQ_sum",16180928.000000,5187498391860318,5187498392488320
30,30,4,1,128707,128707,16777216,31,"void copy_kernel<524288>(float*, float*, unsigned long, unsigned long)",256,0,0,16,32,"TCP_TOTAL_READ_sum",16777216.000000,5187498391860318,5187498392488320
